cam,date,"current date (YYYYMMDD)",none,scalar,"[1]"
cam,SFCLDLIQ,"CLDLIQ surface flux",kg/m2/s,3D - txy,"[1, 46, 72]"
cam,time_written,"none",none,2D const,"[1, 8]"
cam,ntrn,"spectral truncation parameter N",none,,"[]"
cam,FSDSC,"Clearsky downwelling solar flux at surface",W/m2,3D - txy,"[1, 46, 72]"
cam,CLDHGH,"Vertically-integrated high cloud",fraction,3D - txy,"[1, 46, 72]"
cam,nsbase,"seconds of base day",none,,"[]"
cam,FLUTC,"Clearsky upwelling longwave flux at top of model",W/m2,3D - txy,"[1, 46, 72]"
cam,nbdate,"base date (YYYYMMDD)",none,,"[]"
cam,date_written,"none",none,2D const,"[1, 8]"
cam,PRECSL,"Large-scale (stable) snow rate (water equivalent)",m/s,3D - txy,"[1, 46, 72]"
cam,OMEGAT,"Vertical heat flux",K Pa/s,4D - tzxy,"[1, 26, 46, 72]"
clm2,DSTFLXT,"total surface dust emission",kg/m2/s,3D - txy,"[1, 46, 72]"
clm2,H2OSNO_TOP,"mass of snow in top snow layer",kg/m2,3D - txy,"[1, 46, 72]"
clm2,FSDSNI,"diffuse nir incident solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,TBOT,"atmospheric air temperature",K,3D - txy,"[1, 46, 72]"
clm2,SUCSAT,"saturated soil matric potential",mm,3D const,"[15, 46, 72]"
clm2,LAISUN,"sunlit projected leaf area index",none,3D - txy,"[1, 46, 72]"
clm2,OCDEP,"total OC deposition (dry+wet) from atmosphere",kg/m^2/s,3D - txy,"[1, 46, 72]"
clm2,SNOBCMSL,"mass of BC in top snow layer",kg/m2,3D - txy,"[1, 46, 72]"
clm2,topo,"grid cell topography",m,2D const,"[46, 72]"
clm2,TREFMXAV_U,"Urban daily maximum of average 2-m temperature",K,3D - txy,"[1, 46, 72]"
clm2,TAUX,"zonal surface stress",kg/m/s^2,3D - txy,"[1, 46, 72]"
clm2,RH2M_U,"Urban 2m relative humidity",%,3D - txy,"[1, 46, 72]"
clm2,URBAN_AC,"urban air conditioning flux",W/m^2,3D - txy,"[1, 46, 72]"
clm2,WIND,"atmospheric wind velocity magnitude",m/s,3D - txy,"[1, 46, 72]"
clm2,H2OCAN,"intercepted water",mm,3D - txy,"[1, 46, 72]"
clm2,QOVER,"surface runoff",mm/s,3D - txy,"[1, 46, 72]"
clm2,FSRNDLN,"direct nir reflected solar radiation at local noon",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FSH_NODYNLNDUSE,"sensible heat not including correction for land use change",W/m^2,3D - txy,"[1, 46, 72]"
clm2,GC_ICE1,"initial gridcell total ice content",mm,3D - txy,"[1, 46, 72]"
clm2,H2OSOI,"volumetric soil water (vegetated landunits only)",mm3/mm3,4D - tzxy,"[1, 15, 46, 72]"
clm2,FSDS,"atmospheric incident solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,EFLX_DYNBAL,"dynamic land cover change conversion energy flux",W/m^2,3D - txy,"[1, 46, 72]"
clm2,DSTDEP,"total dust deposition (dry+wet) from atmosphere",kg/m^2/s,3D - txy,"[1, 46, 72]"
clm2,mscur,"current seconds of current day",none,scalar,"[1]"
clm2,FGR,"heat flux into soil/snow including snow melt",W/m^2,3D - txy,"[1, 46, 72]"
clm2,QRUNOFF_R,"Rural total runoff",mm/s,3D - txy,"[1, 46, 72]"
clm2,QVEGE,"canopy evaporation",mm/s,3D - txy,"[1, 46, 72]"
clm2,BCDEP,"total BC deposition (dry+wet) from atmosphere",kg/m^2/s,3D - txy,"[1, 46, 72]"
clm2,EFLX_LH_TOT_R,"Rural total evaporation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,GC_HEAT1,"initial gridcell total heat content",J/m^2,3D - txy,"[1, 46, 72]"
clm2,SNODSTMSL,"mass of dust in top snow layer",kg/m2,3D - txy,"[1, 46, 72]"
clm2,QSNWCPICE_NODYNLNDUSE,"excess snowfall due to snow capping not including correction for land use change",mm H2O/s,3D - txy,"[1, 46, 72]"
clm2,TREFMNAV_R,"Rural daily minimum of average 2-m temperature",K,3D - txy,"[1, 46, 72]"
clm2,TSOI_10CM,"soil temperature in top 10cm of soil",K,3D - txy,"[1, 46, 72]"
clm2,TSAI,"total projected stem area index",none,3D - txy,"[1, 46, 72]"
clm2,Q2M,"2m specific humidity",kg/kg,3D - txy,"[1, 46, 72]"
clm2,FSDSND,"direct nir incident solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,WATSAT,"saturated soil water content (porosity)",mm3/mm3,3D const,"[15, 46, 72]"
clm2,SNOWLIQ,"snow liquid water",kg/m2,3D - txy,"[1, 46, 72]"
clm2,RH2M_R,"Rural 2m specific humidity",%,3D - txy,"[1, 46, 72]"
clm2,FSH_V,"sensible heat from veg",W/m^2,3D - txy,"[1, 46, 72]"
clm2,URBAN_HEAT,"urban heating flux",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FGEV,"ground evaporation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,QSNWCPICE,"excess snowfall due to snow capping",mm/s,3D - txy,"[1, 46, 72]"
clm2,FSR,"reflected solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,SOILLIQ,"soil liquid water (vegetated landunits only)",kg/m2,4D - tzxy,"[1, 15, 46, 72]"
clm2,SNOW_SOURCES,"snow sources (liquid water)",mm/s,3D - txy,"[1, 46, 72]"
clm2,FGR12,"heat flux between soil layers 1 and 2",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FSH_R,"Rural sensible heat",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FSAT,"fractional area with water table at surface",unitless,3D - txy,"[1, 46, 72]"
clm2,landmask,"land/ocean mask (0.=ocean and 1.=land)",none,2D const,"[46, 72]"
clm2,SNOWICE,"snow ice",kg/m2,3D - txy,"[1, 46, 72]"
clm2,FSH,"sensible heat",W/m^2,3D - txy,"[1, 46, 72]"
clm2,TV,"vegetation temperature",K,3D - txy,"[1, 46, 72]"
clm2,SABV,"solar rad absorbed by veg",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FSRNI,"diffuse nir reflected solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FCTR,"canopy transpiration",W/m^2,3D - txy,"[1, 46, 72]"
clm2,SNOW,"atmospheric snow",mm/s,3D - txy,"[1, 46, 72]"
clm2,TSA_U,"Urban 2m air temperature",K,3D - txy,"[1, 46, 72]"
clm2,PCO2,"atmospheric partial pressure of CO2",Pa,3D - txy,"[1, 46, 72]"
clm2,TSOI_ICE,"soil temperature (ice landunits only)",K,4D - tzxy,"[1, 15, 46, 72]"
clm2,ERRH2O,"total water conservation error",mm,3D - txy,"[1, 46, 72]"
clm2,FSA_U,"Urban absorbed solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,QRUNOFF_NODYNLNDUSE,"total liquid runoff (does not include QSNWCPICE) not including correction for land use change",mm/s,3D - txy,"[1, 46, 72]"
clm2,QBOT,"atmospheric specific humidity",kg/kg,3D - txy,"[1, 46, 72]"
clm2,FSM,"snow melt heat flux",W/m^2,3D - txy,"[1, 46, 72]"
clm2,TG_R,"Rural ground temperature",K,3D - txy,"[1, 46, 72]"
clm2,QSOIL,"Ground evaporation (soil/snow evaporation + soil/snow sublimation - dew)",mm/s,3D - txy,"[1, 46, 72]"
clm2,FSDSVI,"diffuse vis incident solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,QCHARGE,"aquifer recharge rate (vegetated landunits only)",mm/s,3D - txy,"[1, 46, 72]"
clm2,HCSOI,"soil heat content",MJ/m2,3D - txy,"[1, 46, 72]"
clm2,levlak,"coordinate lake levels",m,1D,"[10]"
clm2,QIRRIG,"water added through irrigation",mm/s,3D - txy,"[1, 46, 72]"
clm2,FSM_U,"Urban snow melt heat flux",W/m^2,3D - txy,"[1, 46, 72]"
clm2,QRUNOFF_U,"Urban total runoff",mm/s,3D - txy,"[1, 46, 72]"
clm2,TBUILD,"internal urban building temperature",K,3D - txy,"[1, 46, 72]"
clm2,SNOW_SINKS,"snow sinks (liquid water)",mm/s,3D - txy,"[1, 46, 72]"
clm2,DZSOI,"soil thickness",m,3D const,"[15, 46, 72]"
clm2,TG_U,"Urban ground temperature",K,3D - txy,"[1, 46, 72]"
clm2,QRGWL,"surface runoff at glaciers (liquid only), wetlands, lakes",mm/s,3D - txy,"[1, 46, 72]"
clm2,FSH_G,"sensible heat from ground",W/m^2,3D - txy,"[1, 46, 72]"
clm2,BUILDHEAT,"heat flux from urban building interior to walls and roof",W/m^2,3D - txy,"[1, 46, 72]"
clm2,ZSOI,"soil depth",m,3D const,"[15, 46, 72]"
clm2,WA,"water in the unconfined aquifer (vegetated landunits only)",mm,3D - txy,"[1, 46, 72]"
clm2,QVEGT,"canopy transpiration",mm/s,3D - txy,"[1, 46, 72]"
clm2,date_written,"none",none,2D const,"[1, 8]"
clm2,FIRE,"emitted infrared (longwave) radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,mcdate,"current date (YYYYMMDD)",none,scalar,"[1]"
clm2,SABG,"solar rad absorbed by ground",W/m^2,3D - txy,"[1, 46, 72]"
clm2,SoilAlpha,"factor limiting ground evap",unitless,3D - txy,"[1, 46, 72]"
clm2,BSW,"slope of soil water retention curve",unitless,3D const,"[15, 46, 72]"
clm2,mcsec,"current seconds of current date",s,scalar,"[1]"
clm2,WASTEHEAT,"sensible heat flux from heating/cooling sources of urban waste heat",W/m^2,3D - txy,"[1, 46, 72]"
clm2,QDRIP,"throughfall",mm/s,3D - txy,"[1, 46, 72]"
clm2,FPSN,"photosynthesis",umol/m2s,3D - txy,"[1, 46, 72]"
clm2,SNODSTMCL,"mass of dust in snow column",kg/m2,3D - txy,"[1, 46, 72]"
clm2,QRUNOFF,"total liquid runoff (does not include QSNWCPICE)",mm/s,3D - txy,"[1, 46, 72]"
clm2,BTRAN,"transpiration beta factor",unitless,3D - txy,"[1, 46, 72]"
clm2,TAUY,"meridional surface stress",kg/m/s^2,3D - txy,"[1, 46, 72]"
clm2,SNOOCMCL,"mass of OC in snow column",kg/m2,3D - txy,"[1, 46, 72]"
clm2,FSRVD,"direct vis reflected solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,mdcur,"current day (from base day)",none,scalar,"[1]"
clm2,FSA,"absorbed solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,TSA_R,"Rural 2m air temperature",K,3D - txy,"[1, 46, 72]"
clm2,FIRA,"net infrared (longwave) radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,SoilAlpha_U,"urban factor limiting ground evap",unitless,3D - txy,"[1, 46, 72]"
clm2,QINFL,"infiltration",mm/s,3D - txy,"[1, 46, 72]"
clm2,FGR_R,"Rural heat flux into soil/snow including snow melt",W/m^2,3D - txy,"[1, 46, 72]"
clm2,time,"time",days since 2000-01-01 00:00:00,scalar,"[1]"
clm2,TSOI,"soil temperature (vegetated landunits only)",K,4D - tzxy,"[1, 15, 46, 72]"
clm2,landfrac,"land fraction",none,2D const,"[46, 72]"
clm2,LAISHA,"shaded projected leaf area index",none,3D - txy,"[1, 46, 72]"
clm2,ERRSOI,"soil/lake energy conservation error",W/m^2,3D - txy,"[1, 46, 72]"
clm2,HKSAT,"saturated hydraulic conductivity",unitless,3D const,"[15, 46, 72]"
clm2,EFLX_LH_TOT_U,"Urban total evaporation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FIRA_R,"Rural net infrared (longwave) radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,ESAI,"exposed one-sided stem area index",m^2/m^2,3D - txy,"[1, 46, 72]"
clm2,HEAT_FROM_AC,"sensible heat flux put into canyon due to heat removed from air conditioning",W/m^2,3D - txy,"[1, 46, 72]"
clm2,HC,"heat content of soil/snow/lake",MJ/m2,3D - txy,"[1, 46, 72]"
clm2,QINTR,"interception",mm/s,3D - txy,"[1, 46, 72]"
clm2,RAIN,"atmospheric rain",mm/s,3D - txy,"[1, 46, 72]"
clm2,FCOV,"fractional impermeable area",unitless,3D - txy,"[1, 46, 72]"
clm2,RH2M,"2m relative humidity",%,3D - txy,"[1, 46, 72]"
clm2,FCEV,"canopy evaporation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FSDSNDLN,"direct nir incident solar radiation at local noon",W/m^2,3D - txy,"[1, 46, 72]"
clm2,ERRSOL,"solar radiation conservation error",W/m^2,3D - txy,"[1, 46, 72]"
clm2,QDRAI,"sub-surface drainage",mm/s,3D - txy,"[1, 46, 72]"
clm2,ZWT,"water table depth (vegetated landunits only)",m,3D - txy,"[1, 46, 72]"
clm2,ZBOT,"atmospheric reference height",m,3D - txy,"[1, 46, 72]"
clm2,QSNOMELT,"snow melt",mm/s,3D - txy,"[1, 46, 72]"
clm2,TREFMXAV_R,"Rural daily maximum of average 2-m temperature",K,3D - txy,"[1, 46, 72]"
clm2,area,"grid cell areas",km^2,2D const,"[46, 72]"
clm2,FSNO,"fraction of ground covered by snow",unitless,3D - txy,"[1, 46, 72]"
clm2,FSA_R,"Rural absorbed solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FSM_R,"Rural snow melt heat flux",W/m^2,3D - txy,"[1, 46, 72]"
clm2,SOILWATER_10CM,"soil liquid water + ice in top 10cm of soil (veg landunits only)",kg/m2,3D - txy,"[1, 46, 72]"
clm2,FSDSVD,"direct vis incident solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,lat,"coordinate latitude",degrees_north,1D,"[46]"
clm2,TREFMXAV,"daily maximum of average 2-m temperature",K,3D - txy,"[1, 46, 72]"
clm2,time_bounds,"history time interval endpoints",none,2D const,"[1, 2]"
clm2,TG,"ground temperature",K,3D - txy,"[1, 46, 72]"
clm2,SNOOCMSL,"mass of OC in top snow layer",kg/m2,3D - txy,"[1, 46, 72]"
clm2,levgrnd,"coordinate soil levels",m,1D,"[15]"
clm2,SNOWDP,"snow height",m,3D - txy,"[1, 46, 72]"
clm2,ELAI,"exposed one-sided leaf area index",m^2/m^2,3D - txy,"[1, 46, 72]"
clm2,GC_LIQ1,"initial gridcell total liq content",mm,3D - txy,"[1, 46, 72]"
clm2,FGR_U,"Urban heat flux into soil/snow including snow melt",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FLDS,"atmospheric longwave radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FSDSVDLN,"direct vis incident solar radiation at local noon",W/m^2,3D - txy,"[1, 46, 72]"
clm2,H2OSNO,"snow depth (liquid water)",mm,3D - txy,"[1, 46, 72]"
clm2,ERRSEB,"surface energy conservation error",W/m^2,3D - txy,"[1, 46, 72]"
clm2,QFLX_ICE_DYNBAL,"ice dynamic land cover change conversion runoff flux",mm/s,3D - txy,"[1, 46, 72]"
clm2,QFLX_LIQ_DYNBAL,"liq dynamic land cover change conversion runoff flux",mm/s,3D - txy,"[1, 46, 72]"
clm2,WT,"total water storage (unsaturated soil water + groundwater, veg landunits)",mm,3D - txy,"[1, 46, 72]"
clm2,FSRND,"direct nir reflected solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,FIRA_U,"Urban net infrared (longwave) radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,TREFMNAV_U,"Urban daily minimum of average 2-m temperature",K,3D - txy,"[1, 46, 72]"
clm2,FSRVDLN,"direct vis reflected solar radiation at local noon",W/m^2,3D - txy,"[1, 46, 72]"
clm2,SNOBCMCL,"mass of BC in snow column",kg/m2,3D - txy,"[1, 46, 72]"
clm2,pftmask,"pft real/fake mask (0.=fake and 1.=real)",none,2D const,"[46, 72]"
clm2,lon,"coordinate longitude",degrees_east,1D,"[72]"
clm2,TSA,"2m air temperature",K,3D - txy,"[1, 46, 72]"
clm2,SOILICE,"soil ice (vegetated landunits only)",kg/m2,4D - tzxy,"[1, 15, 46, 72]"
clm2,THBOT,"atmospheric air potential temperature",K,3D - txy,"[1, 46, 72]"
clm2,U10,"10-m wind",m/s,3D - txy,"[1, 46, 72]"
clm2,TLAKE,"lake temperature",K,4D - tzxy,"[1, 10, 46, 72]"
clm2,time_written,"none",none,2D const,"[1, 8]"
clm2,ERRH2OSNO,"imbalance in snow depth (liquid water)",mm,3D - txy,"[1, 46, 72]"
clm2,TLAI,"total projected leaf area index",none,3D - txy,"[1, 46, 72]"
clm2,FSRVI,"diffuse vis reflected solar radiation",W/m^2,3D - txy,"[1, 46, 72]"
clm2,nstep,"time step",none,scalar,"[1]"
clm2,FSH_U,"Urban sensible heat",W/m^2,3D - txy,"[1, 46, 72]"
clm2,TREFMNAV,"daily minimum of average 2-m temperature",K,3D - txy,"[1, 46, 72]"
clm2,PBOT,"atmospheric pressure",Pa,3D - txy,"[1, 46, 72]"
rtm,time_written,"none",none,2D const,"[1, 8]"
rtm,QCHOCNR_ICE,"RTM river discharge into ocean: ICE",m3/s,3D - txy,"[1, 360, 720]"
rtm,lat,"runoff coordinate latitude",degrees_north,1D,"[360]"
rtm,fthresh,"flooding threshold",m3,2D const,"[360, 720]"
rtm,nstep,"time step",none,scalar,"[1]"
rtm,date_written,"none",none,2D const,"[1, 8]"
rtm,mcdate,"current date (YYYYMMDD)",none,scalar,"[1]"
rtm,QCHANR,"RTM river flow: LIQ",m3/s,3D - txy,"[1, 360, 720]"
rtm,lon,"runoff coordinate longitude",degrees_east,1D,"[720]"
rtm,time_bounds,"history time interval endpoints",none,2D const,"[1, 2]"
rtm,mdcur,"current day (from base day)",none,scalar,"[1]"
rtm,time,"time",days since 2000-01-01 00:00:00,scalar,"[1]"
rtm,QCHOCNR,"RTM river discharge into ocean: LIQ",m3/s,3D - txy,"[1, 360, 720]"
rtm,mcsec,"current seconds of current date",s,scalar,"[1]"
rtm,QCHANR_ICE,"RTM river flow: ICE",m3/s,3D - txy,"[1, 360, 720]"
rtm,mscur,"current seconds of current day",none,scalar,"[1]"
cice,aice,"ice area  (aggregate)",%,3D - txy,"[1, 116, 100]"
cice,blkmask,"blockid of T grid cells",unitless,2D const,"[116, 100]"
cice,strocnx,"ocean/ice stress (x)",N/m^2,3D - txy,"[1, 116, 100]"
cice,flwdn,"down longwave flux",W/m^2,3D - txy,"[1, 116, 100]"
cice,divu,"strain rate (divergence)",%/day,3D - txy,"[1, 116, 100]"
cice,albpnd,"melt pond albedo",%,3D - txy,"[1, 116, 100]"
cice,opening,"lead area opening rate",%/day,3D - txy,"[1, 116, 100]"
cice,fswabs_ai,"snow/ice/ocn absorbed solar flux",W/m^2,3D - txy,"[1, 116, 100]"
cice,ANGLE,"angle grid makes with latitude line on U grid",radians,2D const,"[116, 100]"
cice,ice_present,"fraction of time-avg interval that any ice is present",1,3D - txy,"[1, 116, 100]"
cice,aerosnossl001,"snow ssl aerosol mass",kg/kg,3D - txy,"[1, 116, 100]"
